Overall Pick,Year,Team,Name,Age,Position,Nationality,Amateur Team,Games Played,Goals,Assists,Points,Penalty Minutes,Goalie Wins,Goalie Losses,Goalie Ties/OT,Goals Against Average,Save Percentage,Last Season
11,2015,Florida Panthers,Lawson Crouse,18,LW,CA,Kingston Frontenacs (OHL),391,72,66,138,275,,,,,,2022-23
12,2015,Dallas Stars,Denis Gurianov,18,RW,RU,Ladia Togliatti (Russia Jr.),249,46,55,101,54,,,,,,2022-23
13,2015,Boston Bruins,Jakub Zboril,18,D,CZ,Saint John Sea Dogs (QMJHL),68,1,12,13,24,,,,,,2022-23
14,2015,Boston Bruins,Jake Debrusk,18,LW,CA,Swift Current Broncos (WHL),357,108,98,206,75,,,,,,2022-23
15,2015,Boston Bruins,Zachary Senyshyn,18,RW,CA,Soo Greyhounds (OHL),16,1,2,3,4,,,,,,2021-22
16,2015,New York Islanders,Mathew Barzal,18,C,CA,Seattle Thunderbirds (WHL),413,103,251,354,212,,,,,,2022-23
17,2015,Winnipeg Jets,Kyle Connor,18,LW,US,Youngstown Phantoms (USHL),436,202,201,403,98,,,,,,2022-23
18,2015,Ottawa Senators,Thomas Chabot,18,D,CA,Saint John Sea Dogs (QMJHL),357,50,164,214,184,,,,,,2022-23
19,2015,Detroit Red Wings,Evgeny Svechnikov,18,LW,RU,Cape Breton Screaming Eagles (QMJHL),148,16,24,40,72,,,,,,2022-23
20,2015,Minnesota Wild,Joel Eriksson Ek,18,C,SE,Farjestad BK (Sweden),391,87,98,185,144,,,,,,2022-23
21,2015,Ottawa Senators,Colin White,18,C,US,USA U-18 Development Team (USDP/USHL),266,42,69,111,97,,,,,,2022-23
22,2015,Washington Capitals,Ilya Samsonov,18,G,RU,Stalnye Lisy Magnitogorsk (Russia Jr.),113,0,2,2,2,69,27,10,2.70,0.906,2022-23
23,2015,Vancouver Canucks,Brock Boeser,18,RW,US,Waterloo Black Hawks (USHL),365,130,156,286,102,,,,,,2022-23
24,2015,Philadelphia Flyers,Travis Konecny,18,C,CA,Ottawa 67's (OHL),473,134,186,320,331,,,,,,2022-23
25,2015,Winnipeg Jets,Jack Roslovic,18,C,US,USA U-18 Development Team (USDP/USHL),356,64,109,173,52,,,,,,2022-23
26,2015,Montreal Canadiens,Noah Juulsen,18,D,CA,Everett Silvertips (WHL),58,2,8,10,10,,,,,,2022-23
27,2015,Anaheim Ducks,Jacob Larsson,18,D,SE,Frolunda HC Jr. (Sweden Jr.),168,3,21,24,50,,,,,,2022-23
28,2015,New York Islanders,Anthony Beauvillier,18,LW,CA,Shawinigan Cataractes (QMJHL),457,102,107,209,83,,,,,,2022-23
29,2015,Columbus Blue Jackets,Gabriel Carlsson,18,D,SE,Linkoping HC Jr. (Sweden Jr.),75,3,13,16,22,,,,,,2021-22
30,2015,Arizona Coyotes,Nicholas Merkley,18,RW,CA,Kelowna Rockets (WHL),41,4,11,15,11,,,,,,2021-22
31,2015,San Jose Sharks,Jeremy Roy,18,D,CA,Sherbrooke Phoenix (QMJHL),,,,,,,,,,,
32,2015,Arizona Coyotes,Christian Fischer,18,RW,US,USA U-18 Development Team (USDP/USHL),368,51,50,101,95,,,,,,2022-23
33,2015,Tampa Bay Lightning,Mitchell Stephens,18,C,CA,Saginaw Spirit (OHL),72,3,10,13,18,,,,,,2021-22
34,2015,Toronto Maple Leafs,Travis Dermott,18,D,CA,Erie Otters (OHL),279,14,41,55,102,,,,,,2022-23
35,2015,Carolina Hurricanes,Sebastian Aho,18,RW,FI,Karpat (Finland),487,203,242,445,194,,,,,,2022-23
36,2015,Ottawa Senators,Gabriel Gagne,18,RW,CA,Victoriaville Tigres (QMJHL),,,,,,,,,,,
37,2015,Boston Bruins,Brandon Carlo,18,D,US,Tri-City Americans (WHL),449,22,56,78,252,,,,,,2022-23
38,2015,Columbus Blue Jackets,Paul Bittner,18,LW,US,Portland Winterhawks (WHL),,,,,,,,,,,
39,2015,Colorado Avalanche,A.J. Greer,18,LW,CA,Boston University (H-East),82,6,10,16,115,,,,,,2022-23
40,2015,Colorado Avalanche,Nicolas Meloche,18,D,CA,Baie-Comeau Drakkar (QMJHL),57,2,6,8,39,,,,,,2021-22
41,2015,New York Rangers,Ryan Gropp,18,LW,CA,Seattle Thunderbirds (WHL),,,,,,,,,,,
42,2015,New Jersey Devils,Mackenzie Blackwood,18,G,CA,Barrie Colts (OHL),144,0,1,1,2,61,55,18,2.96,0.906,2022-23
43,2015,Los Angeles Kings,Erik Cernak,18,D,SK,HC Kosice (Slovakia),270,17,52,69,239,,,,,,2022-23
44,2015,Tampa Bay Lightning,Matthew Spencer,18,D,CA,Peterborough Petes (OHL),,,,,,,,,,,
45,2015,Boston Bruins,Jakob Forsbacka Karlsson,18,C,SE,Omaha Lancers (USHL),29,3,6,9,2,,,,,,2018-19
46,2015,Pittsburgh Penguins,Daniel Sprong,18,RW,NL,Charlottetown Islanders (QMJHL),244,61,38,99,40,,,,,,2022-23
47,2015,Winnipeg Jets,Jansen Harkins,18,C,US,Prince George Cougars (WHL),154,13,14,27,36,,,,,,2022-23
48,2015,Ottawa Senators,Filip Chlapik,18,C,CZ,Charlottetown Islanders (QMJHL),57,5,6,11,18,,,,,,2020-21
49,2015,Dallas Stars,Roope Hintz,18,LW,FI,Ilves (Finland),282,100,116,216,86,,,,,,2022-23
50,2015,Minnesota Wild,Jordan Greenway,18,LW,US,USA U-18 Development Team (USDP/USHL),303,38,80,118,219,,,,,,2022-23
51,2015,Buffalo Sabres,Brendan Guhle,18,D,CA,Prince Albert Raiders (WHL),65,4,10,14,24,,,,,,2021-22
52,2015,Boston Bruins,Jeremy Lauzon,18,D,CA,Rouyn-Noranda Huskies (QMJHL),183,8,16,24,205,,,,,,2022-23
53,2015,Calgary Flames,Rasmus Andersson,18,D,SE,Barrie Colts (OHL),348,23,122,145,164,,,,,,2022-23
54,2015,Chicago Blackhawks,Graham Knott,18,LW,CA,Niagara IceDogs (OHL),,,,,,,,,,,
55,2015,Nashville Predators,Yakov Trenin,18,C,RU,Gatineau Olympiques (QMJHL),189,30,24,54,110,,,,,,2022-23
56,2015,St. Louis Blues,Vince Dunn,18,D,CA,Niagara IceDogs (OHL),389,48,125,173,200,,,,,,2022-23
57,2015,Washington Capitals,Jonas Siegenthaler,18,D,CH,ZSC Lions (Swiss),224,5,36,41,133,,,,,,2022-23
58,2015,Columbus Blue Jackets,Kevin Stenlund,18,C,SE,HV71 Jr. (Sweden Jr.),95,14,11,25,30,,,,,,2022-23
59,2015,Anaheim Ducks,Julius Nattinen,18,C,FI,JYP-Aktemia (Finland-2),,,,,,,,,,,
60,2015,Calgary Flames,Oliver Kylington,18,D,SE,Farjestad BK (Sweden),168,14,33,47,40,,,,,,2021-22
61,2015,Toronto Maple Leafs,Jeremy Bracco,18,RW,US,USA U-18 Development Team (USDP/USHL),,,,,,,,,,,
1,2014,Florida Panthers,Aaron Ekblad,18,D,CA,Barrie Colts (OHL),595,105,210,315,376,,,,,,2022-23
2,2014,Buffalo Sabres,Sam Reinhart,18,C,CA,Kootenay Ice (WHL),584,184,232,416,111,,,,,,2022-23
3,2014,Edmonton Oilers,Leon Draisaitl,18,C,DE,Prince Albert Raiders (WHL),606,283,409,692,226,,,,,,2022-23
4,2014,Calgary Flames,Samuel Bennett,18,C,CA,Kingston Frontenacs (OHL),534,113,122,235,478,,,,,,2022-23
5,2014,New York Islanders,Michael Dal Colle,18,LW,CA,Oshawa Generals (OHL),112,8,13,21,18,,,,,,2021-22
6,2014,Vancouver Canucks,Jake Virtanen,18,RW,CA,Calgary Hitmen (WHL),317,55,45,100,219,,,,,,2020-21
7,2014,Carolina Hurricanes,Haydn Fleury,18,D,CA,Red Deer Rebels (WHL),235,9,23,32,47,,,,,,2022-23
8,2014,Toronto Maple Leafs,William Nylander,18,C/RW,CA,MODO Hockey (Sweden),490,165,237,402,120,,,,,,2022-23
9,2014,Winnipeg Jets,Nikolaj Ehlers,18,LW,DK,Halifax Mooseheads (QMJHL),494,168,208,376,167,,,,,,2022-23
10,2014,Anaheim Ducks,Nicholas Ritchie,18,LW,CA,Peterborough Petes (OHL),454,80,101,181,462,,,,,,2022-23
11,2014,Nashville Predators,Kevin Fiala,18,LW,CH,HV71 Jr. (Sweden Jr.),471,141,194,335,255,,,,,,2022-23
12,2014,Arizona Coyotes,Brendan Perlini,18,LW,GB,Niagara IceDogs (OHL),262,50,31,81,92,,,,,,2021-22
13,2014,Washington Capitals,Jakub Vrana,18,L/RW,CZ,Linkoping HC (Sweden),323,98,91,189,85,,,,,,2022-23
14,2014,Dallas Stars,Julius Honka,18,D,FI,Swift Current Broncos (WHL),87,2,11,13,28,,,,,,2018-19
15,2014,Detroit Red Wings,Dylan Larkin,18,C,US,USA U-18 Development Team (USDP/USHL),551,162,239,401,339,,,,,,2022-23
16,2014,Columbus Blue Jackets,Sonny Milano,18,LW,US,USA U-18 Development Team (USDP/USHL),236,44,59,103,56,,,,,,2022-23
17,2014,Philadelphia Flyers,Travis Sanheim,18,D,CA,Calgary Hitmen (WHL),386,33,98,131,165,,,,,,2022-23
18,2014,Minnesota Wild,Alex Tuch,18,RW,US,USA U-18 Development Team (USDP/USHL),354,96,135,231,99,,,,,,2022-23
19,2014,Tampa Bay Lightning,Anthony Deangelo,18,D,US,Sarnia Sting (OHL),316,43,144,187,284,,,,,,2022-23
20,2014,Chicago Blackhawks,Nick Schmaltz,18,C,US,Green Bay Gamblers (USHL),398,89,180,269,92,,,,,,2022-23
21,2014,St. Louis Blues,Robert Fabbri,18,C,CA,Guelph Storm (OHL),314,77,80,157,133,,,,,,2022-23
22,2014,Pittsburgh Penguins,Kasperi Kapanen,18,RW,FI,KalPa (Finland),356,69,100,169,84,,,,,,2022-23
23,2014,Colorado Avalanche,Conner Bleackley,18,C,CA,Red Deer Rebels (WHL),,,,,,,,,,,
24,2014,Vancouver Canucks,Jared McCann,18,C,CA,Soo Greyhounds (OHL),473,116,124,240,163,,,,,,2022-23
25,2014,Boston Bruins,David Pastrnak,18,RW,CZ,Sodertalje SK (Sweden-2),560,278,297,575,247,,,,,,2022-23
26,2014,Montreal Canadiens,Nikita Scherbak,18,RW,RU,Saskatoon Blades (WHL),37,6,2,8,10,,,,,,2018-19
27,2014,San Jose Sharks,Nikolay Goldobin,18,RW,RU,Sarnia Sting (OHL),125,19,27,46,24,,,,,,2019-20
28,2014,New York Islanders,Joshua Ho-Sang,18,C/RW,CA,Windsor Spitfires (OHL),53,7,17,24,20,,,,,,2018-19
29,2014,Los Angeles Kings,Adrian Kempe,18,LW,SE,MODO Hockey (Sweden),442,110,110,220,234,,,,,,2022-23
30,2014,New Jersey Devils,John Quenneville,18,C,CA,Brandon Wheat Kings (WHL),42,2,3,5,6,,,,,,2019-20
31,2014,Buffalo Sabres,Brendan Lemieux,18,LW,US,Barrie Colts (OHL),255,31,32,63,463,,,,,,2022-23
32,2014,Florida Panthers,Jayce Hawryluk,18,C,CA,Brandon Wheat Kings (WHL),98,12,15,27,41,,,,,,2020-21
33,2014,St. Louis Blues,Ivan Barbashev,18,C/LW,RU,Moncton Wildcats (QMJHL),402,77,96,173,124,,,,,,2022-23
34,2014,Calgary Flames,Mason McDonald,18,G,CA,Charlottetown Islanders (QMJHL),,,,,,,,,,,
35,2014,Tampa Bay Lightning,Dominik Masin,18,D,CZ,HC Slavia Praha Jr. (Czech Jr.),,,,,,,,,,,
36,2014,Vancouver Canucks,Thatcher Demko,18,G,US,Boston College (H-East),151,0,3,3,6,70,63,13,3.93,0.883,2022-23
37,2014,Carolina Hurricanes,Alex Nedeljkovic,18,G,US,Plymouth Whalers (OHL),97,0,3,3,8,39,35,15,2.98,0.906,2022-23
38,2014,Anaheim Ducks,Marcus Pettersson,18,D,SE,Skelleftea AIK Jr. (Sweden Jr.),341,9,83,92,199,,,,,,2022-23
39,2014,Washington Capitals,Vitek Vanecek,18,G,CZ,Bili Tygri Liberec Jr. (Czech Jr.),111,0,1,1,2,62,27,12,2.57,0.910,2022-23
40,2014,Ottawa Senators,Andreas Englund,18,D,SE,Djurgardens IF (Sweden-2),61,0,6,6,43,,,,,,2022-23
41,2014,New Jersey Devils,Joshua Jacobs,18,D,US,Indiana Ice (USHL),3,0,0,0,2,,,,,,2019-20
42,2014,Nashville Predators,Vladislav Kamenev,18,LW,RU,Stalnye Lisy Magnitogorsk (Russia Jr.),66,3,10,13,20,,,,,,2019-20
43,2014,Arizona Coyotes,Ryan MacInnis,18,C,US,Kitchener Rangers (OHL),27,0,1,1,0,,,,,,2021-22
44,2014,Buffalo Sabres,Eric Cornel,18,C,CA,Peterborough Petes (OHL),,,,,,,,,,,
45,2014,Dallas Stars,Brett Pollock,18,LW,CA,Edmonton Oil Kings (WHL),,,,,,,,,,,
46,2014,San Jose Sharks,Julius Bergman,18,D,SE,Frolunda HC Jr. (Sweden Jr.),,,,,,,,,,,
47,2014,Columbus Blue Jackets,Ryan Collins,18,D,US,USA U-18 Development Team (USDP/USHL),,,,,,,,,,,
48,2014,Philadelphia Flyers,Nicolas Aube-Kubel,18,RW,CA,Val-d'Or Foreurs (QMJHL),195,23,33,56,141,,,,,,2022-23
49,2014,Buffalo Sabres,Vaclav Karabacek,18,RW,CZ,Gatineau Olympiques (QMJHL),,,,,,,,,,,
50,2014,Los Angeles Kings,Roland McKeown,18,D,CA,Kingston Frontenacs (OHL),16,0,3,3,27,,,,,,2022-23
51,2014,Nashville Predators,Jack Dougherty,18,D,US,USA U-18 Development Team (USDP/USHL),,,,,,,,,,,
52,2014,St. Louis Blues,Maxim Letunov,18,C,RU,Youngstown Phantoms (USHL),3,1,0,1,0,,,,,,2019-20
53,2014,San Jose Sharks,Noah Rod,18,RW,CH,Geneve-Servette Jr. (Swiss Jr.),,,,,,,,,,,
54,2014,Calgary Flames,Hunter Smith,19,RW,CA,Oshawa Generals (OHL),,,,,,,,,,,
55,2014,Anaheim Ducks,Brandon Montour,20,D,CA,Waterloo Black Hawks (USHL),424,52,137,189,301,,,,,,2022-23
56,2014,Boston Bruins,Ryan Donato,18,C,US,Dexter Southfield School (High-MA),296,63,65,128,93,,,,,,2022-23
57,2014,Tampa Bay Lightning,Johnathan McLeod,18,D,US,USA U-18 Development Team (USDP/USHL),,,,,,,,,,,
58,2014,Arizona Coyotes,Christian Dvorak,18,LW,US,London Knights (OHL),408,85,114,199,98,,,,,,2022-23
59,2014,New York Rangers,Brandon Halverson,18,G,US,Soo Greyhounds (OHL),1,0,0,0,0,0,0,0,4.78,0.833,2017-18
60,2014,Los Angeles Kings,Alex Lintuniemi,18,D,FI,Ottawa 67's (OHL),,,,,,,,,,,
1,2013,Colorado Avalanche,Nathan MacKinnon,18,C,CA,Halifax Mooseheads (QMJHL),675,255,447,702,296,,,,,,2022-23
2,2013,Florida Panthers,Aleksander Barkov,18,C,FI,Tappara (Finland),638,234,366,600,118,,,,,,2022-23
3,2013,Tampa Bay Lightning,Jonathan Drouin,18,LW,CA,Halifax Mooseheads (QMJHL),455,75,189,264,169,,,,,,2022-23
4,2013,Nashville Predators,Seth Jones,18,D,US,Portland Winterhawks (WHL),696,74,285,359,246,,,,,,2022-23
5,2013,Carolina Hurricanes,Elias Lindholm,18,C,SE,Brynas IF (Sweden),712,196,298,494,170,,,,,,2022-23
6,2013,Calgary Flames,Sean Monahan,18,C,CA,Ottawa 67's (OHL),681,218,261,479,169,,,,,,2022-23
7,2013,Edmonton Oilers,Darnell Nurse,18,D,CA,Soo Greyhounds (OHL),527,60,157,217,453,,,,,,2022-23
8,2013,Buffalo Sabres,Rasmus Ristolainen,18,D,FI,TPS (Finland),652,50,220,270,355,,,,,,2022-23
9,2013,Vancouver Canucks,Bo Horvat,18,C,CA,London Knights (OHL),621,201,219,420,200,,,,,,2022-23
10,2013,Dallas Stars,Valeri Nichushkin,18,RW,RU,Traktor Chelyabinsk (Russia),425,79,113,192,54,,,,,,2022-23
11,2013,Philadelphia Flyers,Samuel Morin,18,D,CA,Rimouski Oceanic (QMJHL),29,1,0,1,45,,,,,,2020-21
12,2013,Phoenix Coyotes,Max Domi,18,C/LW,CA,London Knights (OHL),549,115,234,349,488,,,,,,2022-23
13,2013,Winnipeg Jets,Josh Morrissey,18,D,CA,Prince Albert Raiders (WHL),475,50,169,219,241,,,,,,2022-23
14,2013,Columbus Blue Jackets,Alexander Wennberg,18,C,SE,Djurgardens IF (Sweden-2),600,78,213,291,131,,,,,,2022-23
15,2013,New York Islanders,Ryan Pulock,18,D,CA,Brandon Wheat Kings (WHL),398,40,122,162,75,,,,,,2022-23
16,2013,Buffalo Sabres,Nikita Zadorov,18,D,RU,London Knights (OHL),535,35,83,118,543,,,,,,2022-23
17,2013,Ottawa Senators,Curtis Lazar,18,C/RW,CA,Edmonton Oil Kings (WHL),443,36,57,93,102,,,,,,2022-23
18,2013,San Jose Sharks,Mirco Mueller,18,D,CH,Everett Silvertips (WHL),185,5,23,28,61,,,,,,2019-20
19,2013,Columbus Blue Jackets,Kerby Rychel,18,LW,US,Windsor Spitfires (OHL),43,3,11,14,19,,,,,,2018-19
20,2013,Detroit Red Wings,Anthony Mantha,18,RW,CA,Val-d'Or Foreurs (QMJHL),401,117,132,249,232,,,,,,2022-23
21,2013,Toronto Maple Leafs,Frederik Gauthier,18,C,CA,Rimouski Oceanic (QMJHL),178,13,18,31,47,,,,,,2021-22
22,2013,Calgary Flames,Emile Poirier,18,LW,CA,Gatineau Olympiques (QMJHL),8,0,1,1,2,,,,,,2015-16
23,2013,Washington Capitals,Andre Burakovsky,18,LW,AT,Malmo (Sweden-2),567,136,198,334,141,,,,,,2022-23
24,2013,Vancouver Canucks,Hunter Shinkaruk,18,C/LW,CA,Medicine Hat Tigers (WHL),15,2,2,4,4,,,,,,2016-17
25,2013,Montreal Canadiens,Michael McCarron,18,RW,US,USA U-18 Development Team (USDP/USHL),141,10,14,24,213,,,,,,2022-23
26,2013,Anaheim Ducks,Shea Theodore,18,D,CA,Seattle Thunderbirds (WHL),426,62,183,245,133,,,,,,2022-23
27,2013,Columbus Blue Jackets,Marko Dano,18,C,AT,HC Slovan Bratislava (KHL),141,19,26,45,49,,,,,,2019-20
28,2013,Calgary Flames,Morgan Klimchuk,18,LW,CA,Regina Pats (WHL),1,0,0,0,0,,,,,,2017-18
29,2013,Dallas Stars,Jason Dickinson,18,C,CA,Guelph Storm (OHL),327,37,53,90,99,,,,,,2022-23
30,2013,Chicago Blackhawks,Ryan Hartman,18,RW,US,Plymouth Whalers (OHL),473,97,113,210,462,,,,,,2022-23
31,2013,Florida Panthers,Ian McCoshen,18,D,US,Waterloo Black Hawks (USHL),60,4,3,7,33,,,,,,2018-19
32,2013,Colorado Avalanche,Chris Bigras,18,D,CA,Owen Sound Attack (OHL),46,1,3,4,18,,,,,,2017-18
33,2013,Tampa Bay Lightning,Adam Erne,18,LW,US,Quebec Remparts (QMJHL),337,38,47,85,158,,,,,,2022-23
34,2013,Montreal Canadiens,Jacob de La Rose,18,LW,SE,Leksands IF (Sweden-2),242,13,25,38,84,,,,,,2020-21
35,2013,Buffalo Sabres,J.T. Compher,18,LW,US,USA U-18 Development Team (USDP/USHL),389,81,91,172,129,,,,,,2022-23
36,2013,Montreal Canadiens,Zachary Fucale,18,G,CA,Halifax Mooseheads (QMJHL),4,0,0,0,0,1,1,1,1.75,0.924,2021-22
37,2013,Los Angeles Kings,Valentin Zykov,18,LW,RU,Baie-Comeau Drakkar (QMJHL),55,7,10,17,10,,,,,,2019-20
38,2013,Buffalo Sabres,Connor Hurley,18,C,US,Edina HS (High-MN),,,,,,,,,,,
39,2013,Phoenix Coyotes,Laurent Dauphin,18,C,CA,Chicoutimi Sagueneens (QMJHL),76,7,9,16,45,,,,,,2022-23
40,2013,Dallas Stars,Remi Elie,18,LW,CA,London Knights (OHL),107,7,15,22,28,,,,,,2021-22
41,2013,Philadelphia Flyers,Robert Hagg,18,D,SE,MODO Hockey Jr. (Sweden Jr.),313,14,44,58,188,,,,,,2022-23
42,2013,New Jersey Devils,Steven Santini,18,D,US,USA U-18 Development Team (USDP/USHL),123,5,18,23,57,,,,,,2022-23
43,2013,Winnipeg Jets,Nic Petan,18,C,CA,Portland Winterhawks (WHL),162,6,26,32,44,,,,,,2022-23
44,2013,Pittsburgh Penguins,Tristan Jarry,18,G,CA,Edmonton Oil Kings (WHL),186,0,10,10,20,109,52,18,2.59,0.916,2022-23
45,2013,Anaheim Ducks,Nick Sorensen,18,RW,DK,Quebec Remparts (QMJHL),5,0,1,1,2,,,,,,2016-17
46,2013,Minnesota Wild,Gustav Olofsson,18,D,SE,Green Bay Gamblers (USHL),62,0,11,11,18,,,,,,2022-23
47,2013,St. Louis Blues,Thomas Vannelli,18,D,US,Minnetonka HS (High-MN),,,,,,,,,,,
48,2013,Detroit Red Wings,Zach Nastasiuk,18,RW,CA,Owen Sound Attack (OHL),,,,,,,,,,,
49,2013,San Jose Sharks,Gabryel Boudreau,18,LW,CA,Baie-Comeau Drakkar (QMJHL),,,,,,,,,,,
50,2013,Columbus Blue Jackets,Dillon Heatherington,18,D,CA,Swift Current Broncos (WHL),23,0,2,2,33,,,,,,2022-23
51,2013,Chicago Blackhawks,Carl Dahlstrom,18,D,SE,Linkoping HC Jr. (Sweden Jr.),67,0,12,12,14,,,,,,2021-22
52,2013,Buffalo Sabres,Justin Bailey,18,RW,US,Kitchener Rangers (OHL),82,5,4,9,18,,,,,,2021-22
53,2013,Washington Capitals,Madison Bowey,18,D,CA,Kelowna Rockets (WHL),158,5,35,40,104,,,,,,2021-22
54,2013,Dallas Stars,Philippe Desrosiers,18,G,CA,Rimouski Oceanic (QMJHL),,,,,,,,,,,
55,2013,Montreal Canadiens,Artturi Lehkonen,18,LW,FI,KalPa (Finland),457,95,97,192,130,,,,,,2022-23
56,2013,Edmonton Oilers,Marc-Olivier Roy,18,C,CA,Blainville-Boisbriand Armada (QMJHL),,,,,,,,,,,
57,2013,St. Louis Blues,William Carrier,18,LW,CA,Cape Breton Screaming Eagles (QMJHL),363,48,44,92,176,,,,,,2022-23
58,2013,Detroit Red Wings,Tyler Bertuzzi,18,LW,CA,Guelph Storm (OHL),293,85,108,193,170,,,,,,2022-23
59,2013,Winnipeg Jets,Eric Comrie,18,G,CA,Tri-City Americans (WHL),41,0,2,2,0,18,18,1,3.22,0.898,2022-23
60,2013,Boston Bruins,Linus Arnesson,18,D,SE,Djurgardens IF (Sweden-2),,,,,,,,,,,
61,2013,Washington Capitals,Zachary Sanford,18,LW,US,Islanders Hockey Club (EJHL),297,48,49,97,136,,,,,,2022-23
1,2012,Edmonton Oilers,Nail Yakupov,18,RW,RU,Sarnia Sting (OHL),350,62,74,136,142,,,,,,2017-18
2,2012,Columbus Blue Jackets,Ryan Murray,18,D,CA,Everett Silvertips (WHL),445,15,116,131,118,,,,,,2022-23
3,2012,Montreal Canadiens,Alex Galchenyuk,18,C,US,Sarnia Sting (OHL),647,146,208,354,257,,,,,,2022-23
4,2012,New York Islanders,Griffin Reinhart,18,D,CA,Edmonton Oil Kings (WHL),37,0,2,2,26,,,,,,2016-17
5,2012,Toronto Maple Leafs,Morgan Rielly,18,D,CA,Moose Jaw Warriors (WHL),690,70,325,395,192,,,,,,2022-23
6,2012,Anaheim Ducks,Hampus Lindholm,18,D,SE,Rogle BK Jr. (Sweden Jr.),642,63,196,259,354,,,,,,2022-23
7,2012,Minnesota Wild,Mathew Dumba,18,D,CA,Red Deer Rebels (WHL),565,79,155,234,372,,,,,,2022-23
8,2012,Pittsburgh Penguins,Derrick Pouliot,18,D,CA,Portland Winterhawks (WHL),213,8,44,52,85,,,,,,2021-22
9,2012,Winnipeg Jets,Jacob Trouba,18,D,US,USA U-18 Development Team (USDP/USHL),646,65,206,271,509,,,,,,2022-23
10,2012,Tampa Bay Lightning,Slater Koekkoek,18,D,CA,Peterborough Petes (OHL),186,8,26,34,104,,,,,,2021-22
11,2012,Washington Capitals,Filip Forsberg,18,C,SE,Leksands IF (Sweden-2),614,239,271,510,258,,,,,,2022-23
12,2012,Buffalo Sabres,Mikhail Grigorenko,18,C,RU,Quebec Remparts (QMJHL),249,26,50,76,36,,,,,,2020-21
13,2012,Dallas Stars,Radek Faksa,18,C,CZ,Kitchener Rangers (OHL),534,77,94,171,324,,,,,,2022-23
14,2012,Buffalo Sabres,Zemgus Girgensons,18,C,LV,Dubuque Fighting Saints (USHL),592,76,91,167,165,,,,,,2022-23
15,2012,Ottawa Senators,Cody Ceci,18,D,CA,Ottawa 67's (OHL),677,43,135,178,148,,,,,,2022-23
16,2012,Washington Capitals,Tom Wilson,18,RW,CA,Plymouth Whalers (OHL),655,117,159,276,1229,,,,,,2022-23
17,2012,San Jose Sharks,Tomas Hertl,18,C,CZ,HC Slavia Praha (Czech),634,195,235,430,214,,,,,,2022-23
18,2012,Chicago Blackhawks,Teuvo Teravainen,18,LW,FI,Jokerit (Finland),565,122,269,391,110,,,,,,2022-23
19,2012,Tampa Bay Lightning,Andrei Vasilevskiy,18,G,RU,Tolpar Ufa (Russia Jr.),401,0,17,17,32,252,113,25,2.50,0.919,2022-23
20,2012,Philadelphia Flyers,Scott Laughton,18,C,CA,Oshawa Generals (OHL),488,76,109,185,264,,,,,,2022-23
21,2012,Calgary Flames,Mark Jankowski,18,C,CA,Stanstead (High-QC),296,46,41,87,79,,,,,,2022-23
22,2012,Pittsburgh Penguins,Olli Maatta,18,D,FI,London Knights (OHL),578,34,117,151,142,,,,,,2022-23
23,2012,Florida Panthers,Michael Matheson,18,D,CA,Dubuque Fighting Saints (USHL),433,50,95,145,239,,,,,,2022-23
24,2012,Boston Bruins,Malcolm Subban,18,G,CA,Belleville Bulls (OHL),86,0,0,0,6,36,33,9,3.10,0.898,2021-22
25,2012,St. Louis Blues,Jordan Schmaltz,18,D,US,Green Bay Gamblers (USHL),42,0,5,5,12,,,,,,2018-19
26,2012,Vancouver Canucks,Brendan Gaunce,18,C,CA,Belleville Bulls (OHL),153,11,13,24,61,,,,,,2022-23
27,2012,Phoenix Coyotes,Henrik Samuelsson,18,C/RW,US,Edmonton Oil Kings (WHL),3,0,0,0,2,,,,,,2014-15
28,2012,New York Rangers,Brady Skjei,18,D,US,USA U-18 Development Team (USDP/USHL),496,47,137,184,278,,,,,,2022-23
29,2012,New Jersey Devils,Stefan Matteau,18,LW,US,USA U-18 Development Team (USDP/USHL),92,6,5,11,41,,,,,,2021-22
30,2012,Los Angeles Kings,Tanner Pearson,20,LW,CA,Barrie Colts (OHL),590,133,139,272,209,,,,,,2022-23
31,2012,Columbus Blue Jackets,Oscar Dansk,18,G,SE,Brynas IF Jr. (Sweden Jr.),6,0,0,0,0,4,1,0,3.10,0.906,2020-21
32,2012,Edmonton Oilers,Mitchell Moroz,18,LW,CA,Edmonton Oil Kings (WHL),,,,,,,,,,,
33,2012,Montreal Canadiens,Sebastian Collberg,18,RW,SE,Frolunda HC (Sweden),,,,,,,,,,,
34,2012,New York Islanders,Ville Pokka,18,D,FI,Karpat (Finland),,,,,,,,,,,
35,2012,Toronto Maple Leafs,Matt Finn,18,D,CA,Guelph Storm (OHL),,,,,,,,,,,
36,2012,Anaheim Ducks,Nicolas Kerdiles,18,LW,US,USA U-18 Development Team (USDP/USHL),3,0,0,0,0,,,,,,2017-18
37,2012,Nashville Predators,Pontus Aberg,18,LW,SE,Djurgardens IF (Sweden),132,17,27,44,34,,,,,,2019-20
38,2012,Carolina Hurricanes,Phillip Di Giuseppe,18,LW,CA,Michigan (CCHA),202,16,37,53,73,,,,,,2022-23
39,2012,Winnipeg Jets,Lukas Sutter,18,C,US,Saskatoon Blades (WHL),,,,,,,,,,,
40,2012,Tampa Bay Lightning,Dylan Blujus,18,D,US,Brampton Battalion (OHL),,,,,,,,,,,
